bridge,seed,solver_call_id,reg,reg_m,numItermax,stopThr,iterations,final_err,converged,hit_max_iter,runtime_sec,marginal_violation_row_l1,marginal_violation_col_l1,marginal_violation_row_max,marginal_violation_col_max,transport_mass_total,plan_sha256,cost_matrix_sha256,solver_invocations_for_this_cell,kkt
Poly,411,UOT|Poly|411|eps0.05|lam0.5,0.05,0.5,20000,1e-11,131,9.315356902387935e-12,True,False,0.03657126426696777,0.2971388439659248,0.2971388439659247,0.010472878074626893,0.01076927635249876,0.7028611560340753,cb6cc2bb905db9bf682c9e8fae88355d79fc4f564e92439e7b22f91e8de85d08,07eb7c0cfbd5ff407e737edf3fb696c3091ac77a5d6cd96024828eb0a67292ad,1,"{'definition': ""KKT marginal residual of the entropic UNBALANCED OT optimum as POT solves it (reg_type='kl', K_eff = exp(-C/reg) * a outer b): max|P1 - a*u^(-reg/reg_m)| and max|P^T1 - b*v^(-reg/reg_m)|"", 'pot_reg_type': 'kl (POT default since 0.9.5)', 'effective_kernel': 'exp(-C/reg) * outer(a, b)', 'marginal_kkt_row_max': 1.218643241873707e-13, 'marginal_kkt_col_max': 1.2252351910824189e-13, 'marginal_kkt_max': 1.2252351910824189e-13, 'plan_reconstruction_abs_err': 2.4387609987019943e-14, 'plan_reconstruction_rel_err': 3.945708292091903e-12, 'n_iter': 184, 'balanced_marginal_row_max': 0.010472878074626893, 'balanced_marginal_col_max': 0.01076927635249876, 'note': ""the 'balanced' figures are reported only to document that a raw |P1-a| check is not the right diagnostic for an unbalanced solve""}"
Poly,412,UOT|Poly|412|eps0.05|lam0.5,0.05,0.5,20000,1e-11,131,9.693413538212976e-12,True,False,0.030059099197387695,0.31058534269588156,0.3105853426958817,0.00543371436095994,0.005180149586617741,0.6894146573041187,69297e6fdfc09eaf52fa64f07bb82593651a670d345a86b92915e0409c6d6cb9,393251b80bc63a08b01ecceffeadcaa25587375d238d9fb2d727cffde6c3bc53,1,"{'definition': ""KKT marginal residual of the entropic UNBALANCED OT optimum as POT solves it (reg_type='kl', K_eff = exp(-C/reg) * a outer b): max|P1 - a*u^(-reg/reg_m)| and max|P^T1 - b*v^(-reg/reg_m)|"", 'pot_reg_type': 'kl (POT default since 0.9.5)', 'effective_kernel': 'exp(-C/reg) * outer(a, b)', 'marginal_kkt_row_max': 5.5989934910627426e-14, 'marginal_kkt_col_max': 5.6088814148758104e-14, 'marginal_kkt_max': 5.6088814148758104e-14, 'plan_reconstruction_abs_err': 1.1142562567068026e-14, 'plan_reconstruction_rel_err': 4.332608365376247e-12, 'n_iter': 185, 'balanced_marginal_row_max': 0.00543371436095994, 'balanced_marginal_col_max': 0.005180149586617741, 'note': ""the 'balanced' figures are reported only to document that a raw |P1-a| check is not the right diagnostic for an unbalanced solve""}"
Poly,413,UOT|Poly|413|eps0.05|lam0.5,0.05,0.5,20000,1e-11,130,8.830215654035417e-12,True,False,0.04050850868225098,0.1897181203095721,0.18971812030957272,0.035263967247503886,0.035750074437386564,0.8102818796904278,d826e3ce1b623be683629880798116c380e4140d6eb390cbdb5cb262eaae90aa,166ee2caaf3ddba20efbd67128076882a983f1839ba8c4c0fce69bd05eecf85c,1,"{'definition': ""KKT marginal residual of the entropic UNBALANCED OT optimum as POT solves it (reg_type='kl', K_eff = exp(-C/reg) * a outer b): max|P1 - a*u^(-reg/reg_m)| and max|P^T1 - b*v^(-reg/reg_m)|"", 'pot_reg_type': 'kl (POT default since 0.9.5)', 'effective_kernel': 'exp(-C/reg) * outer(a, b)', 'marginal_kkt_row_max': 4.660993813132563e-13, 'marginal_kkt_col_max': 4.669042930061096e-13, 'marginal_kkt_max': 4.669042930061096e-13, 'plan_reconstruction_abs_err': 9.336281747707176e-14, 'plan_reconstruction_rel_err': 2.9469518767357036e-12, 'n_iter': 186, 'balanced_marginal_row_max': 0.035263967247503886, 'balanced_marginal_col_max': 0.035750074437386564, 'note': ""the 'balanced' figures are reported only to document that a raw |P1-a| check is not the right diagnostic for an unbalanced solve""}"
Poly,414,UOT|Poly|414|eps0.05|lam0.5,0.05,0.5,20000,1e-11,131,9.023441466788729e-12,True,False,0.03111577033996582,0.2773259960548121,0.27732599605481206,0.02245365760486659,0.023223291205471175,0.7226740039451879,ec018619b9ff9ec64c03d419354feed4d2d65e689af148b56a8c6c92ab271453,c4032ed86a42f8626b697424947c521084f8957135232bc38d119bf72162529a,1,"{'definition': ""KKT marginal residual of the entropic UNBALANCED OT optimum as POT solves it (reg_type='kl', K_eff = exp(-C/reg) * a outer b): max|P1 - a*u^(-reg/reg_m)| and max|P^T1 - b*v^(-reg/reg_m)|"", 'pot_reg_type': 'kl (POT default since 0.9.5)', 'effective_kernel': 'exp(-C/reg) * outer(a, b)', 'marginal_kkt_row_max': 2.729899639675182e-13, 'marginal_kkt_col_max': 2.750022431996513e-13, 'marginal_kkt_max': 2.750022431996513e-13, 'plan_reconstruction_abs_err': 5.473399511402022e-14, 'plan_reconstruction_rel_err': 3.4830827022123463e-12, 'n_iter': 188, 'balanced_marginal_row_max': 0.02245365760486659, 'balanced_marginal_col_max': 0.023223291205471175, 'note': ""the 'balanced' figures are reported only to document that a raw |P1-a| check is not the right diagnostic for an unbalanced solve""}"
Poly,415,UOT|Poly|415|eps0.05|lam0.5,0.05,0.5,20000,1e-11,131,8.941845911575882e-12,True,False,0.0324857234954834,0.2834769588689792,0.28347695886897906,0.017504851218326477,0.018187577141158623,0.7165230411310207,0adf6cc7103aff3d14f6b62f861166f18c2cd05d6df08aa34635b1e4b7ba6cff,1da6e60e13a9592d197b763b444a005ec04e96807c5e3529ab4bbbcedb23f4c5,1,"{'definition': ""KKT marginal residual of the entropic UNBALANCED OT optimum as POT solves it (reg_type='kl', K_eff = exp(-C/reg) * a outer b): max|P1 - a*u^(-reg/reg_m)| and max|P^T1 - b*v^(-reg/reg_m)|"", 'pot_reg_type': 'kl (POT default since 0.9.5)', 'effective_kernel': 'exp(-C/reg) * outer(a, b)', 'marginal_kkt_row_max': 2.1039420206037107e-13, 'marginal_kkt_col_max': 2.1188606424971113e-13, 'marginal_kkt_max': 2.1188606424971113e-13, 'plan_reconstruction_abs_err': 4.214857629580848e-14, 'plan_reconstruction_rel_err': 3.6209373075861556e-12, 'n_iter': 185, 'balanced_marginal_row_max': 0.017504851218326477, 'balanced_marginal_col_max': 0.018187577141158623, 'note': ""the 'balanced' figures are reported only to document that a raw |P1-a| check is not the right diagnostic for an unbalanced solve""}"
Poly,416,UOT|Poly|416|eps0.05|lam0.5,0.05,0.5,20000,1e-11,131,9.335422298645195e-12,True,False,0.031807661056518555,0.29724335444139,0.29724335444138983,0.009306802307673431,0.009721298476965758,0.7027566455586101,a19252c439ddc03e2731fbd3092c460f127f93b4592eb7da5814c39c0d301a6f,a32fdf8c6990e17b054c74b4a4609ed70f06b5cde522160b7ac72d659bebd376,1,"{'definition': ""KKT marginal residual of the entropic UNBALANCED OT optimum as POT solves it (reg_type='kl', K_eff = exp(-C/reg) * a outer b): max|P1 - a*u^(-reg/reg_m)| and max|P^T1 - b*v^(-reg/reg_m)|"", 'pot_reg_type': 'kl (POT default since 0.9.5)', 'effective_kernel': 'exp(-C/reg) * outer(a, b)', 'marginal_kkt_row_max': 1.0804898642469141e-13, 'marginal_kkt_col_max': 1.0859022014919617e-13, 'marginal_kkt_max': 1.0859022014919617e-13, 'plan_reconstruction_abs_err': 2.1611185063719063e-14, 'plan_reconstruction_rel_err': 3.994993159475859e-12, 'n_iter': 185, 'balanced_marginal_row_max': 0.009306802307673431, 'balanced_marginal_col_max': 0.009721298476965758, 'note': ""the 'balanced' figures are reported only to document that a raw |P1-a| check is not the right diagnostic for an unbalanced solve""}"
Poly,417,UOT|Poly|417|eps0.05|lam0.5,0.05,0.5,20000,1e-11,131,8.875424803378331e-12,True,False,0.032930850982666016,0.278150193650686,0.27815019365068616,0.019457625271068313,0.020136254900013292,0.721849806349314,7811e8647df81e8127c733091d8195ad60db6594b10e6b935c3cf23012de6b2d,1dd92043b2df191190981655c0fb88bdca476535839b6ee2c81bb3457dd1521e,1,"{'definition': ""KKT marginal residual of the entropic UNBALANCED OT optimum as POT solves it (reg_type='kl', K_eff = exp(-C/reg) * a outer b): max|P1 - a*u^(-reg/reg_m)| and max|P^T1 - b*v^(-reg/reg_m)|"", 'pot_reg_type': 'kl (POT default since 0.9.5)', 'effective_kernel': 'exp(-C/reg) * outer(a, b)', 'marginal_kkt_row_max': 2.345346139520643e-13, 'marginal_kkt_col_max': 2.3610280397434735e-13, 'marginal_kkt_max': 2.3610280397434735e-13, 'plan_reconstruction_abs_err': 4.701794509287538e-14, 'plan_reconstruction_rel_err': 3.5055383127288344e-12, 'n_iter': 189, 'balanced_marginal_row_max': 0.019457625271068313, 'balanced_marginal_col_max': 0.020136254900013292, 'note': ""the 'balanced' figures are reported only to document that a raw |P1-a| check is not the right diagnostic for an unbalanced solve""}"
Poly,418,UOT|Poly|418|eps0.05|lam0.5,0.05,0.5,20000,1e-11,131,9.651883778477473e-12,True,False,0.040186166763305664,0.30892332572084474,0.3089233257208451,0.005765355079183236,0.005991455711859007,0.691076674279155,bebc57fcecede2c353d96a617e52c91b69d84a287d0e1b263d2ecbccdaaa826a,5be9d22eded6786e7d6f409d0adfdb7b144e5594a7f68966b04c0a248473f59f,1,"{'definition': ""KKT marginal residual of the entropic UNBALANCED OT optimum as POT solves it (reg_type='kl', K_eff = exp(-C/reg) * a outer b): max|P1 - a*u^(-reg/reg_m)| and max|P^T1 - b*v^(-reg/reg_m)|"", 'pot_reg_type': 'kl (POT default since 0.9.5)', 'effective_kernel': 'exp(-C/reg) * outer(a, b)', 'marginal_kkt_row_max': 6.42940561901284e-14, 'marginal_kkt_col_max': 6.452650913590929e-14, 'marginal_kkt_max': 6.452650913590929e-14, 'plan_reconstruction_abs_err': 1.2830882190062454e-14, 'plan_reconstruction_rel_err': 4.25237483320406e-12, 'n_iter': 188, 'balanced_marginal_row_max': 0.005765355079183236, 'balanced_marginal_col_max': 0.005991455711859007, 'note': ""the 'balanced' figures are reported only to document that a raw |P1-a| check is not the right diagnostic for an unbalanced solve""}"
Poly,419,UOT|Poly|419|eps0.05|lam0.5,0.05,0.5,20000,1e-11,131,8.866573597380983e-12,True,False,0.03266429901123047,0.285938092611509,0.2859380926115091,0.01822276422394719,0.018953492566255836,0.7140619073884911,27ae7d222436e5cb10395106c70d8a172c9681da3091f65522910cf5d1873b5a,0116b1b47a32abc93ec11bee773245f69bb64ff650586db9753dabebbacc82ad,1,"{'definition': ""KKT marginal residual of the entropic UNBALANCED OT optimum as POT solves it (reg_type='kl', K_eff = exp(-C/reg) * a outer b): max|P1 - a*u^(-reg/reg_m)| and max|P^T1 - b*v^(-reg/reg_m)|"", 'pot_reg_type': 'kl (POT default since 0.9.5)', 'effective_kernel': 'exp(-C/reg) * outer(a, b)', 'marginal_kkt_row_max': 2.2710305858097968e-13, 'marginal_kkt_col_max': 2.2862267634593536e-13, 'marginal_kkt_max': 2.2862267634593536e-13, 'plan_reconstruction_abs_err': 4.5434142559308555e-14, 'plan_reconstruction_rel_err': 3.713303610434405e-12, 'n_iter': 184, 'balanced_marginal_row_max': 0.01822276422394719, 'balanced_marginal_col_max': 0.018953492566255836, 'note': ""the 'balanced' figures are reported only to document that a raw |P1-a| check is not the right diagnostic for an unbalanced solve""}"
Poly,420,UOT|Poly|420|eps0.05|lam0.5,0.05,0.5,20000,1e-11,131,9.22847241373378e-12,True,False,0.030303001403808594,0.2925149623222989,0.2925149623222988,0.01724388977685272,0.017931906842388157,0.7074850376777011,7052e2ad78f7d239ba91d1b66f6545988dde86f38f43235908071e995cf3e4f2,38e626501a73dac89e5bcbcd945b363ff84ac543aaaa375f1095e1d270f9caf8,1,"{'definition': ""KKT marginal residual of the entropic UNBALANCED OT optimum as POT solves it (reg_type='kl', K_eff = exp(-C/reg) * a outer b): max|P1 - a*u^(-reg/reg_m)| and max|P^T1 - b*v^(-reg/reg_m)|"", 'pot_reg_type': 'kl (POT default since 0.9.5)', 'effective_kernel': 'exp(-C/reg) * outer(a, b)', 'marginal_kkt_row_max': 2.0793783361838791e-13, 'marginal_kkt_col_max': 2.0929091792964982e-13, 'marginal_kkt_max': 2.0929091792964982e-13, 'plan_reconstruction_abs_err': 4.1661118999059e-14, 'plan_reconstruction_rel_err': 3.7807011360494775e-12, 'n_iter': 184, 'balanced_marginal_row_max': 0.01724388977685272, 'balanced_marginal_col_max': 0.017931906842388157, 'note': ""the 'balanced' figures are reported only to document that a raw |P1-a| check is not the right diagnostic for an unbalanced solve""}"
