bridge,seed,k,epsilon,lambda,method,precision,recall,macro_edge_f1,micro_edge_f1,n_pred_edges,n_templates,tp_total,fp_total,fn_total,solver_iterations,solver_converged,solver_final_residual,mass_retained_fraction,cost_matrix_sha256,plan_sha256,solver_run_id,support_violations
Celer,203,7,0.05,0.5,CONDITIONAL_UOT_D4,0.16638513513513511,1.0,0.2852990033222591,0.2852897473997028,1731,48,288,1443,0,131,True,9.353701809358153e-12,0.7083741201814869,b5e09afce5ff010b214a3b6023616c090371bb8d153aa755269c993c41c471bf,77932d3162cb3424f8556de5965dd655f3461f0ac23ac92b888a5059a71c4be6,unit__Celer__s203__b5e09afce5ff,0
Celer,203,7,0.05,0.5,RAW_UOT_PLAN_D4,0.16638513513513511,1.0,0.2852990033222591,0.2852897473997028,1731,48,288,1443,0,131,True,9.353701809358153e-12,0.7083741201814869,b5e09afce5ff010b214a3b6023616c090371bb8d153aa755269c993c41c471bf,77932d3162cb3424f8556de5965dd655f3461f0ac23ac92b888a5059a71c4be6,unit__Celer__s203__b5e09afce5ff,0
Celer,203,7,0.05,0.5,SUPPORT_PLUS_K_D4,0.16544669669669668,1.0,0.28391472868217055,0.2838836865450961,1741,48,288,1453,0,131,True,9.353701809358153e-12,0.7083741201814869,b5e09afce5ff010b214a3b6023616c090371bb8d153aa755269c993c41c471bf,77932d3162cb3424f8556de5965dd655f3461f0ac23ac92b888a5059a71c4be6,unit__Celer__s203__b5e09afce5ff,0
Celer,203,10,0.05,0.5,AMOUNT_FREE_COST_D4,0.15277777777777776,1.0,0.264367816091954,0.2589928057553957,1936,48,288,1648,0,131,True,9.353701809358153e-12,0.7083741201814869,b5e09afce5ff010b214a3b6023616c090371bb8d153aa755269c993c41c471bf,77932d3162cb3424f8556de5965dd655f3461f0ac23ac92b888a5059a71c4be6,unit__Celer__s203__b5e09afce5ff,0
Celer,203,10,0.05,0.5,CONDITIONAL_UOT_D4,0.16346153846153844,1.0,0.2807881773399014,0.27906976744186046,1776,48,288,1488,0,131,True,9.353701809358153e-12,0.7083741201814869,b5e09afce5ff010b214a3b6023616c090371bb8d153aa755269c993c41c471bf,77932d3162cb3424f8556de5965dd655f3461f0ac23ac92b888a5059a71c4be6,unit__Celer__s203__b5e09afce5ff,0
Celer,203,10,0.05,0.5,RAW_UOT_PLAN_D4,0.16346153846153844,1.0,0.2807881773399014,0.27906976744186046,1776,48,288,1488,0,131,True,9.353701809358153e-12,0.7083741201814869,b5e09afce5ff010b214a3b6023616c090371bb8d153aa755269c993c41c471bf,77932d3162cb3424f8556de5965dd655f3461f0ac23ac92b888a5059a71c4be6,unit__Celer__s203__b5e09afce5ff,0
Celer,203,10,0.05,0.5,SUPPORT_PLUS_K_D4,0.15260607448107447,1.0,0.2640897293288839,0.2585278276481149,1940,48,288,1652,0,131,True,9.353701809358153e-12,0.7083741201814869,b5e09afce5ff010b214a3b6023616c090371bb8d153aa755269c993c41c471bf,77932d3162cb3424f8556de5965dd655f3461f0ac23ac92b888a5059a71c4be6,unit__Celer__s203__b5e09afce5ff,0
Celer,203,15,0.05,0.5,AMOUNT_FREE_COST_D4,0.13565917107583772,1.0,0.2365083502406844,0.21333333333333335,2412,48,288,2124,0,131,True,9.353701809358153e-12,0.7083741201814869,b5e09afce5ff010b214a3b6023616c090371bb8d153aa755269c993c41c471bf,77932d3162cb3424f8556de5965dd655f3461f0ac23ac92b888a5059a71c4be6,unit__Celer__s203__b5e09afce5ff,0
Celer,203,15,0.05,0.5,CONDITIONAL_UOT_D4,0.15757826278659612,1.0,0.27137467394696313,0.2612244897959184,1917,48,288,1629,0,131,True,9.353701809358153e-12,0.7083741201814869,b5e09afce5ff010b214a3b6023616c090371bb8d153aa755269c993c41c471bf,77932d3162cb3424f8556de5965dd655f3461f0ac23ac92b888a5059a71c4be6,unit__Celer__s203__b5e09afce5ff,0
Celer,203,15,0.05,0.5,RAW_UOT_PLAN_D4,0.15518353174603175,1.0,0.2677651033191005,0.2585278276481149,1940,48,288,1652,0,131,True,9.353701809358153e-12,0.7083741201814869,b5e09afce5ff010b214a3b6023616c090371bb8d153aa755269c993c41c471bf,77932d3162cb3424f8556de5965dd655f3461f0ac23ac92b888a5059a71c4be6,unit__Celer__s203__b5e09afce5ff,0
Celer,203,15,0.05,0.5,SUPPORT_PLUS_K_D4,0.13452764908905257,1.0,0.23474863786503,0.21160911094783247,2434,48,288,2146,0,131,True,9.353701809358153e-12,0.7083741201814869,b5e09afce5ff010b214a3b6023616c090371bb8d153aa755269c993c41c471bf,77932d3162cb3424f8556de5965dd655f3461f0ac23ac92b888a5059a71c4be6,unit__Celer__s203__b5e09afce5ff,0
Celer,204,2,0.05,0.5,AMOUNT_FREE_COST_D4,0.5,0.3333333333333333,0.39999999999999997,0.4,192,48,96,96,192,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,2,0.05,0.5,CONDITIONAL_UOT_D4,0.4583333333333333,0.3055555555555555,0.3666666666666667,0.36666666666666664,192,48,88,104,200,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,2,0.05,0.5,RAW_UOT_PLAN_D4,0.0,0.0,0.0,0.0,180,48,0,180,288,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,2,0.05,0.5,SUPPORT_PLUS_K_D4,0.46875,0.31249999999999994,0.375,0.38461538461538464,180,48,90,90,198,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,3,0.05,0.5,AMOUNT_FREE_COST_D4,0.4444444444444445,0.6666666666666666,0.5333333333333333,0.5333333333333333,432,48,192,240,96,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,3,0.05,0.5,CONDITIONAL_UOT_D4,0.42824074074074076,0.642361111111111,0.5138888888888888,0.5138888888888888,432,48,185,247,103,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,3,0.05,0.5,RAW_UOT_PLAN_D4,0.10416666666666667,0.15624999999999997,0.125,0.12987012987012986,405,48,45,360,243,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,3,0.05,0.5,SUPPORT_PLUS_K_D4,0.4166666666666667,0.6249999999999999,0.5,0.5194805194805194,405,48,180,225,108,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,5,0.05,0.5,AMOUNT_FREE_COST_D4,0.19999999999999998,0.8333333333333334,0.3225806451612903,0.3225806451612903,1200,48,240,960,48,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,5,0.05,0.5,CONDITIONAL_UOT_D4,0.19916666666666663,0.8298611111111112,0.32123655913978494,0.32123655913978494,1200,48,239,961,49,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,5,0.05,0.5,RAW_UOT_PLAN_D4,0.14979166666666668,0.6215277777777777,0.24136683209263854,0.25426136363636365,1120,48,179,941,109,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,5,0.05,0.5,SUPPORT_PLUS_K_D4,0.1875,0.78125,0.30241935483870963,0.3184713375796178,1125,48,225,900,63,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,7,0.05,0.5,AMOUNT_FREE_COST_D4,0.16544669669669668,1.0,0.28391472868217055,0.2838836865450961,1741,48,288,1453,0,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,7,0.05,0.5,CONDITIONAL_UOT_D4,0.16600975975975973,1.0,0.2847452934662236,0.2847256549678695,1735,48,288,1447,0,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,7,0.05,0.5,RAW_UOT_PLAN_D4,0.1560623123123123,0.9305555555555555,0.2671834625322997,0.28240252897787144,1610,48,268,1342,20,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,7,0.05,0.5,SUPPORT_PLUS_K_D4,0.15477665165165164,0.9375,0.2656784149453512,0.2806652806652807,1636,48,270,1366,18,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,10,0.05,0.5,AMOUNT_FREE_COST_D4,0.15277777777777776,1.0,0.264367816091954,0.2589928057553957,1936,48,288,1648,0,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,10,0.05,0.5,CONDITIONAL_UOT_D4,0.15918803418803418,1.0,0.27422003284072244,0.2706766917293233,1840,48,288,1552,0,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,10,0.05,0.5,RAW_UOT_PLAN_D4,0.15411324786324784,0.9375,0.2645730706075533,0.27835051546391754,1652,48,270,1382,18,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,10,0.05,0.5,SUPPORT_PLUS_K_D4,0.1423611111111111,0.9375,0.24651067323481116,0.2551984877126654,1828,48,270,1558,18,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,15,0.05,0.5,AMOUNT_FREE_COST_D4,0.13371362433862433,1.0,0.2334781012653014,0.21122112211221122,2439,48,288,2151,0,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,15,0.05,0.5,CONDITIONAL_UOT_D4,0.15127314814814816,1.0,0.2613495879120879,0.24615384615384617,2052,48,288,1764,0,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,15,0.05,0.5,RAW_UOT_PLAN_D4,0.14014463352698647,0.9375,0.24285231702994858,0.24736601007787448,1895,48,270,1625,18,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,204,15,0.05,0.5,SUPPORT_PLUS_K_D4,0.12327317532796984,0.9375,0.2155803871650556,0.20610687022900764,2332,48,270,2062,18,131,True,9.391658796299128e-12,0.6823021089213828,501bc61bbca2ddbb4a53c96a48f4e98b0cf7fa3a135cafc0415aa0dc98d8d526,b0c169193f2632426317bc8343f1b8e220366cd9976f582f2b6af1d36430f96a,unit__Celer__s204__501bc61bbca2,0
Celer,205,2,0.05,0.5,AMOUNT_FREE_COST_D4,0.5,0.3333333333333333,0.39999999999999997,0.4,192,48,96,96,192,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,2,0.05,0.5,CONDITIONAL_UOT_D4,0.4635416666666667,0.30902777777777773,0.3708333333333333,0.37083333333333335,192,48,89,103,199,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,2,0.05,0.5,RAW_UOT_PLAN_D4,0.0,0.0,0.0,0.0,184,48,0,184,288,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,2,0.05,0.5,SUPPORT_PLUS_K_D4,0.4895833333333333,0.3298611111111111,0.39375,0.39748953974895396,190,48,95,95,193,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,3,0.05,0.5,AMOUNT_FREE_COST_D4,0.4444444444444445,0.6666666666666666,0.5333333333333333,0.5333333333333333,432,48,192,240,96,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,3,0.05,0.5,CONDITIONAL_UOT_D4,0.425925925925926,0.6388888888888888,0.5111111111111111,0.5111111111111111,432,48,184,248,104,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,3,0.05,0.5,RAW_UOT_PLAN_D4,0.1064814814814815,0.1597222222222222,0.12777777777777777,0.13105413105413105,414,48,46,368,242,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,3,0.05,0.5,SUPPORT_PLUS_K_D4,0.4323361823361824,0.6527777777777777,0.5198830409356724,0.5258741258741259,427,48,188,239,100,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,5,0.05,0.5,AMOUNT_FREE_COST_D4,0.19999999999999998,0.8333333333333334,0.3225806451612903,0.3225806451612903,1200,48,240,960,48,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,5,0.05,0.5,CONDITIONAL_UOT_D4,0.19916666666666663,0.8298611111111112,0.32123655913978494,0.32123655913978494,1200,48,239,961,49,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,5,0.05,0.5,RAW_UOT_PLAN_D4,0.153125,0.6354166666666666,0.24674317617866004,0.25540823447313327,1145,48,183,962,105,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,5,0.05,0.5,SUPPORT_PLUS_K_D4,0.1958333333333333,0.8159722222222223,0.31586021505376344,0.3212576896787423,1175,48,235,940,53,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,7,0.05,0.5,AMOUNT_FREE_COST_D4,0.16469594594594592,1.0,0.28280730897009965,0.28276877761413843,1749,48,288,1461,0,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,7,0.05,0.5,CONDITIONAL_UOT_D4,0.16501518259330758,0.9965277777777777,0.2831160386431194,0.28303747534516766,1740,48,287,1453,1,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,7,0.05,0.5,RAW_UOT_PLAN_D4,0.1582207207207207,0.9513888888888888,0.27119785898855664,0.2813141683778234,1660,48,274,1386,14,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,7,0.05,0.5,SUPPORT_PLUS_K_D4,0.16175159534534533,0.9791666666666666,0.2776199218977677,0.28256513026052105,1708,48,282,1426,6,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,10,0.05,0.5,AMOUNT_FREE_COST_D4,0.145388986013986,1.0,0.2530456200471192,0.2469982847341338,2044,48,288,1756,0,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,10,0.05,0.5,CONDITIONAL_UOT_D4,0.15495171495171492,1.0,0.2677514367816092,0.263254113345521,1900,48,288,1612,0,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,10,0.05,0.5,RAW_UOT_PLAN_D4,0.14271804584304582,0.9583333333333334,0.24770900264153636,0.25136612021857924,1908,48,276,1632,12,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,10,0.05,0.5,SUPPORT_PLUS_K_D4,0.14341916763791762,0.9791666666666666,0.24936184163557318,0.2478031634446397,1988,48,282,1706,6,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,15,0.05,0.5,AMOUNT_FREE_COST_D4,0.12172158271390726,1.0,0.21469175744850408,0.1949238578680203,2667,48,288,2379,0,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,15,0.05,0.5,CONDITIONAL_UOT_D4,0.14493020482603816,1.0,0.251360030454858,0.23386114494518878,2175,48,288,1887,0,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,15,0.05,0.5,RAW_UOT_PLAN_D4,0.13479424027881115,0.9826388888888888,0.23461562985780074,0.21794378128609934,2309,48,283,2026,5,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Celer,205,15,0.05,0.5,SUPPORT_PLUS_K_D4,0.11780234897696519,0.9791666666666666,0.20804915625054896,0.19301848049281314,2634,48,282,2352,6,131,True,9.530252470201754e-12,0.6958698796523035,85b1d10550ace12bea66d53f11f72ccd933b2b8cf6589b275b723084a34911df,c5a93789961548991eed147d7e728fcad973a19dc91ce0c9f6d61f3de6592616,unit__Celer__s205__85b1d10550ac,0
Multi,201,2,0.05,0.5,AMOUNT_FREE_COST_D4,0.4375,0.2916666666666667,0.3499999999999999,0.35,192,48,84,108,204,131,True,8.986215706814507e-12,0.6804938427412782,d0c238fb506e9b381a78416a2744ed345fe5f529c9dfaef82397ed9c6a076859,b847def74767f706a2d514834184291fc3f722e59475902e58ff208164b35074,unit__Multi__s201__d0c238fb506e,0
Multi,201,2,0.05,0.5,CONDITIONAL_UOT_D4,0.390625,0.2604166666666667,0.3125,0.3138075313807531,190,48,75,115,213,131,True,8.986215706814507e-12,0.6804938427412782,d0c238fb506e9b381a78416a2744ed345fe5f529c9dfaef82397ed9c6a076859,b847def74767f706a2d514834184291fc3f722e59475902e58ff208164b35074,unit__Multi__s201__d0c238fb506e,0
Multi,201,2,0.05,0.5,RAW_UOT_PLAN_D4,0.005208333333333333,0.003472222222222222,0.004166666666666667,0.004545454545454545,152,48,1,151,287,131,True,8.986215706814507e-12,0.6804938427412782,d0c238fb506e9b381a78416a2744ed345fe5f529c9dfaef82397ed9c6a076859,b847def74767f706a2d514834184291fc3f722e59475902e58ff208164b35074,unit__Multi__s201__d0c238fb506e,0
Multi,201,2,0.05,0.5,SUPPORT_PLUS_K_D4,0.4375,0.2916666666666667,0.3499999999999999,0.35,192,48,84,108,204,131,True,8.986215706814507e-12,0.6804938427412782,d0c238fb506e9b381a78416a2744ed345fe5f529c9dfaef82397ed9c6a076859,b847def74767f706a2d514834184291fc3f722e59475902e58ff208164b35074,unit__Multi__s201__d0c238fb506e,0
Multi,201,3,0.05,0.5,AMOUNT_FREE_COST_D4,0.39814814814814814,0.5972222222222222,0.4777777777777777,0.4797768479776848,429,48,172,257,116,131,True,8.986215706814507e-12,0.6804938427412782,d0c238fb506e9b381a78416a2744ed345fe5f529c9dfaef82397ed9c6a076859,b847def74767f706a2d514834184291fc3f722e59475902e58ff208164b35074,unit__Multi__s201__d0c238fb506e,0
Multi,201,3,0.05,0.5,CONDITIONAL_UOT_D4,0.3680555555555555,0.5520833333333333,0.44166666666666665,0.451063829787234,417,48,159,258,129,131,True,8.986215706814507e-12,0.6804938427412782,d0c238fb506e9b381a78416a2744ed345fe5f529c9dfaef82397ed9c6a076859,b847def74767f706a2d514834184291fc3f722e59475902e58ff208164b35074,unit__Multi__s201__d0c238fb506e,0
Multi,201,3,0.05,0.5,RAW_UOT_PLAN_D4,0.09375,0.13194444444444445,0.10902777777777777,0.12357723577235773,327,48,38,289,250,131,True,8.986215706814507e-12,0.6804938427412782,d0c238fb506e9b381a78416a2744ed345fe5f529c9dfaef82397ed9c6a076859,b847def74767f706a2d514834184291fc3f722e59475902e58ff208164b35074,unit__Multi__s201__d0c238fb506e,0
Multi,201,3,0.05,0.5,SUPPORT_PLUS_K_D4,0.40151515151515155,0.6041666666666666,0.4823529411764705,0.48400556328233657,431,48,174,257,114,131,True,8.986215706814507e-12,0.6804938427412782,d0c238fb506e9b381a78416a2744ed345fe5f529c9dfaef82397ed9c6a076859,b847def74767f706a2d514834184291fc3f722e59475902e58ff208164b35074,unit__Multi__s201__d0c238fb506e,0
Multi,201,5,0.05,0.5,AMOUNT_FREE_COST_D4,0.19625,0.8125,0.3157762096774193,0.31771894093686354,1185,48,234,951,54,131,True,8.986215706814507e-12,0.6804938427412782,d0c238fb506e9b381a78416a2744ed345fe5f529c9dfaef82397ed9c6a076859,b847def74767f706a2d514834184291fc3f722e59475902e58ff208164b35074,unit__Multi__s201__d0c238fb506e,0
